id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
helium,hnt,Helium,https://coin-images.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,3.23,580653322,126,720321688.0,9028260.0,3.4,3.18,-0.08426710048900121,-2.54219,-15559524.34484148,-2.60973,179760921.9232821,223000000.0,223000000.0,54.88,-94.1174,2021-11-12T23:08:25.301Z,0.113248,2750.56382,2020-04-18T00:19:10.902Z,,2025-03-28T09:26:23.120Z
zcash,zec,Zcash,https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740,36.0,574881348,127,574906823.0,54684581.0,38.88,35.85,-2.3141881463767433,-6.03965,-37003049.98374796,-6.04739,15972642.3530448,15973350.1655448,21000000.0,3191.93,-98.87494,2016-10-29T00:00:00.000Z,16.08,123.32614,2024-07-05T04:22:29.321Z,,2025-03-28T09:26:32.114Z
walrus-2,wal,Walrus,https://coin-images.coingecko.com/coins/images/54914/large/WAL_logo.png?1742494301,0.452385,567022302,129,2268089206.0,583293400.0,0.614597,0.360808,0.059852,15.24771,-121601777.47965777,-17.65866,1250000000.0,5000000000.0,5000000000.0,0.614597,-27.39022,2025-03-27T23:06:46.790Z,0.360808,23.68301,2025-03-27T11:06:49.973Z,,2025-03-28T09:26:30.716Z
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.156129,565667631,128,1560467258.0,32319868.0,0.171622,0.155681,-0.013958273667236842,-8.20654,-50923026.68706834,-8.25881,3624988786.43857,10000000000.0,10000000000.0,1.2,-86.95276,2024-03-16T07:01:15.357Z,0.129408,20.6208,2025-03-11T01:10:31.070Z,,2025-03-28T09:26:26.594Z
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.01165279,564185144,130,582595151.0,58455465.0,0.01296153,0.01158429,-0.001279236152311937,-9.892,-61328279.796247125,-9.80447,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.75676,2021-02-16T03:53:32.207Z,0.00275026,323.6545,2022-12-29T20:41:09.113Z,,2025-03-28T09:26:23.453Z
ethereum-name-service,ens,Ethereum Name Service,https://coin-images.coingecko.com/coins/images/19785/large/ENS.jpg?1727872989,16.9,560525766,131,1690082551.0,61389014.0,18.2,16.85,-1.0842563832956813,-6.02965,-35310309.04507053,-5.92618,33165585.054507963,100000000.0,100000000.0,83.4,-79.74451,2021-11-11T02:20:01.099Z,6.69,152.47851,2023-10-19T02:35:00.861Z,,2025-03-28T09:26:31.286Z
jupiter-staked-sol,jupsol,Jupiter Staked SOL,https://coin-images.coingecko.com/coins/images/37482/large/jupsol.png?1714473916,143.72,555139923,132,555139923.0,4229992.0,152.94,143.2,-7.35189904208022,-4.86653,-29743899.032347202,-5.08544,3864751.881129854,3864751.881129854,,309.67,-53.57625,2025-01-19T11:22:28.048Z,114.32,25.75594,2024-08-05T11:36:21.655Z,,2025-03-28T09:26:23.468Z
raydium,ray,Raydium,https://coin-images.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,1.88,546447735,133,1042819227.0,71752595.0,2.08,1.87,-0.13329873358879318,-6.62418,-38687328.26878083,-6.61169,290825567.067808,555000000.0,555000000.0,16.83,-88.86169,2021-09-12T20:20:23.998Z,0.134391,1295.10374,2022-12-29T22:15:53.927Z,,2025-03-28T09:26:28.167Z
entangle,ntgl,Entangle,https://coin-images.coingecko.com/coins/images/34522/large/Logo_-_Icon_Square.png?1733260911,0.00090126,543345409,134,762715212.0,137109.0,0.0011904,0.0009035,-0.000180630656665556,-16.69581,-106242282.44414675,-16.35534,600538932844.6289,843000000000.0,843000000000.0,2.82,-99.96809,2024-03-21T08:20:27.670Z,0.00089561,0.6288,2025-03-26T06:46:53.380Z,,2025-03-28T09:26:31.649Z
dydx-chain,dydx,dYdX,https://coin-images.coingecko.com/coins/images/32594/large/dydx.png?1698673495,0.694721,529451535,135,529453725.0,22647103.0,0.751436,0.693225,-0.050369392731767215,-6.76017,-38999004.135169566,-6.86058,761964893.7049018,761968045.6414745,1000000000.0,4.52,-84.62342,2024-03-07T22:19:11.131Z,0.508981,36.51079,2025-03-11T01:10:35.430Z,,2025-03-28T09:26:30.948Z
honey-3,honey,Honey,https://coin-images.coingecko.com/coins/images/54194/large/honey.png?1738725085,0.999759,526647095,136,526647095.0,62084336.0,1.002,0.998144,1.088e-05,0.00109,-543951.1800683737,-0.10318,527136574.5849083,527136574.5849083,,1.11,-9.90091,2025-02-06T14:11:19.994Z,0.916153,9.10687,2025-02-06T14:06:00.806Z,,2025-03-28T09:26:24.065Z
spx6900,spx,SPX6900,https://coin-images.coingecko.com/coins/images/31401/large/centeredcoin_%281%29.png?1737048493,0.561186,522658475,137,522658475.0,21986282.0,0.637778,0.560626,-0.04672078457861695,-7.68551,-41609217.127800524,-7.37402,930993086.00641,930993086.00641,1000000000.0,1.72,-67.42678,2025-01-19T20:46:14.970Z,0.00131808,42471.75071,2024-02-04T19:12:19.110Z,,2025-03-28T09:26:28.228Z
beldex,bdx,Beldex,https://coin-images.coingecko.com/coins/images/5111/large/Beldex.png?1696505631,0.074679,516317884,138,741674493.0,4196748.0,0.075337,0.074164,0.00037361,0.5028,2761694.0,0.53776,6914630611.525806,9932650617.75001,,0.450785,-83.42734,2018-12-17T00:00:00.000Z,0.00027519,27047.87766,2019-11-01T11:05:12.090Z,"{'times': -0.701284249749727, 'currency': 'usd', 'percentage': -70.1284249749727}",2025-03-28T09:26:27.438Z
axie-infinity,axs,Axie Infinity,https://coin-images.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,3.18,508264190,140,858269694.0,27466014.0,3.42,3.17,-0.23693569439241458,-6.93548,-38160472.93059796,-6.98367,159893017.5931053,270000000.0,270000000.0,164.9,-98.07368,2021-11-06T19:29:29.482Z,0.123718,2467.49756,2020-11-06T08:05:43.662Z,,2025-03-28T09:26:27.553Z
telcoin,tel,Telcoin,https://coin-images.coingecko.com/coins/images/1899/large/tel.png?1696502892,0.00552937,508128384,139,552916460.0,2093723.0,0.00615712,0.00552939,-0.000595247510684609,-9.71893,-55288381.36747366,-9.81305,91899666665.01,100000000000.0,100000000000.0,0.064483,-91.41211,2021-05-11T00:32:24.043Z,6.474e-05,8454.25538,2020-03-13T02:24:47.992Z,"{'times': 4.529374327880961, 'currency': 'usd', 'percentage': 452.9374327880961}",2025-03-28T09:26:29.382Z
resolv-usr,usr,Resolv USR,https://coin-images.coingecko.com/coins/images/40008/large/USR_LOGO.png?1725222638,0.999617,506601833,141,506601833.0,39697047.0,0.999954,0.99881,0.00026103,0.02612,-43115154.93229121,-7.84315,506796114.7792862,506796114.7792862,,1.022,-2.20001,2025-01-30T14:52:41.281Z,0.959194,4.19108,2025-03-05T06:15:52.738Z,,2025-03-28T09:26:27.067Z
decentraland,mana,Decentraland,https://coin-images.coingecko.com/coins/images/878/large/decentraland-mana.png?1696502010,0.267484,499480825,142,586432149.0,54775701.0,0.286831,0.266987,-0.014803430700520703,-5.2441,-28031024.33476758,-5.31382,1867992777.00193,2193179327.320146,2193179327.320146,5.85,-95.43853,2021-11-25T10:04:18.534Z,0.00923681,2789.34582,2017-10-31T00:00:00.000Z,"{'times': 12.37419093931237, 'currency': 'usd', 'percentage': 1237.419093931237}",2025-03-28T09:26:30.509Z
true-usd,tusd,TrueUSD,https://coin-images.coingecko.com/coins/images/3449/large/tusd.png?1696504140,0.999154,495085330,143,495085330.0,32611564.0,0.999924,0.99735,5.531e-05,0.00554,182086.0,0.03679,495516083.0,495516083.0,,1.62,-38.30327,2018-08-26T20:41:09.375Z,0.88355,13.0179,2020-03-12T10:47:51.380Z,,2025-03-28T09:26:31.923Z
fartcoin,fartcoin,Fartcoin,https://coin-images.coingecko.com/coins/images/50891/large/fart.jpg?1729503972,0.489634,493642606,144,493642606.0,166839765.0,0.588694,0.489662,-0.09732995097047353,-16.58193,-89678481.34807849,-15.37378,999993101.294091,999993101.294091,1000000000.0,2.48,-79.85751,2025-01-19T20:41:07.782Z,0.02002855,2392.97475,2024-10-30T07:56:04.381Z,,2025-03-28T09:26:32.082Z
elrond-erd-2,egld,MultiversX,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,17.29,485300054,145,485300054.0,30243529.0,19.13,17.26,-1.72144433817299,-9.05437,-48048853.23102981,-9.0089,28067748.0,28067748.0,31415926.0,545.64,-96.83132,2021-11-23T10:33:26.737Z,6.51,165.72119,2020-10-07T01:44:53.554Z,,2025-03-28T09:26:31.312Z
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,0.484813,484163153,146,484163153.0,232272201.0,0.543754,0.483602,-0.05826931662087054,-10.72938,-58329843.153589785,-10.75218,998926392.0,998926392.0,998926392.0,4.83,-89.95441,2024-03-31T09:34:58.366Z,0.00155464,31080.61694,2023-12-13T07:13:50.873Z,,2025-03-28T09:26:21.662Z
neo,neo,NEO,https://coin-images.coingecko.com/coins/images/480/large/NEO_512_512.png?1696501735,6.86,483659324,147,685749786.0,82101997.0,7.6,6.86,-0.7231637350990177,-9.53891,-50761388.08072984,-9.49839,70530000.0,100000000.0,,198.38,-96.54396,2018-01-15T00:00:00.000Z,0.078349,8650.73081,2016-10-21T00:00:00.000Z,"{'times': 189.50094039389256, 'currency': 'usd', 'percentage': 18950.094039389256}",2025-03-28T09:26:28.167Z
kava,kava,Kava,https://coin-images.coingecko.com/coins/images/9761/large/kava.png?1696509822,0.443051,479612653,148,479612653.0,14069555.0,0.475749,0.442533,-0.028837166077109455,-6.11101,-31437769.238648474,-6.1516,1082853474.0,1082853474.0,,9.12,-95.14358,2021-08-30T11:10:02.948Z,0.247359,79.05841,2024-08-05T06:27:34.050Z,,2025-03-28T09:26:31.559Z
pumpbtc,pumpbtc,pumpBTC,https://coin-images.coingecko.com/coins/images/39232/large/200pxPumpBTCLogo.png?1721227861,82712.0,478470497,149,478470497.0,479058.0,86277.0,82464.0,-2510.1222464873717,-2.94539,-14849221.210810542,-3.01006,5784.78186234,5784.78186234,,107240.0,-23.00564,2024-12-17T15:08:12.148Z,48890.0,68.8867,2024-08-05T13:31:21.320Z,,2025-03-28T09:26:25.963Z
bridged-usdc-polygon-pos-bridge,usdc.e,Bridged USDC (Polygon PoS Bridge),https://coin-images.coingecko.com/coins/images/33000/large/usdc.png?1700119918,0.9999,468118577,150,468118577.0,22703873.0,1.002,0.998227,-2.1430794698851e-05,-0.00214,2663096.0,0.57215,468149844.199794,468149844.199794,,1.028,-2.71951,2024-04-14T06:50:14.967Z,0.975633,2.48326,2024-02-28T17:40:28.349Z,,2025-03-28T09:26:28.800Z
binance-peg-dogecoin,doge,Binance-Peg Dogecoin,https://coin-images.coingecko.com/coins/images/15768/large/dogecoin.png?1696515392,0.181069,464528960,151,464528960.0,1762837.0,0.197612,0.181394,-0.015512057625862274,-7.89092,-37928822.94301069,-7.54866,2564000000.0,2564000000.0,,0.480585,-62.25324,2024-12-08T04:37:38.676Z,0.04955727,266.0515,2022-06-18T20:56:27.223Z,,2025-03-28T09:26:27.881Z
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,7.06,462117163,152,462117163.0,36431386.0,7.62,7.05,-0.3820597051783796,-5.13169,-25478123.490563333,-5.22526,65454185.5381511,65454185.5381511,66000000.0,89.24,-92.10133,2021-11-05T04:14:42.689Z,0.298788,2258.99601,2020-01-31T06:47:36.543Z,"{'times': 8.544648515659114, 'currency': 'usd', 'percentage': 854.4648515659114}",2025-03-28T09:26:27.934Z
ronin,ron,Ronin,https://coin-images.coingecko.com/coins/images/20009/large/photo_2024-04-06_22-52-24.jpg?1712415367,0.740385,458631145,153,740456526.0,7577291.0,0.785043,0.737619,-0.04319670586654778,-5.51272,-26264656.872489512,-5.41656,619389698.9641546,1000000000.0,1000000000.0,4.45,-83.3632,2024-03-26T05:12:38.487Z,0.196601,276.62176,2022-11-21T19:36:31.487Z,,2025-03-28T09:26:27.132Z
mantle-restaked-eth,cmeth,Mantle Restaked ETH,https://coin-images.coingecko.com/coins/images/51114/large/symbol.png?1730117724,2026.79,453622380,154,453622380.0,4178737.0,2159.3,2024.13,-120.39428855330698,-5.60709,-28094996.36193919,-5.83226,224345.5400208218,224345.5400208218,,4298.87,-52.86337,2024-12-16T18:57:30.480Z,1897.97,6.76362,2025-03-11T01:11:09.363Z,,2025-03-28T09:26:24.035Z
grass,grass,Grass,https://coin-images.coingecko.com/coins/images/40094/large/Grass.jpg?1725697048,1.64,452995443,155,1644412364.0,54244318.0,1.64,1.48,0.12416,8.19168,36366208.0,8.72867,275475576.0,1000000000.0,1000000000.0,3.89,-58.12964,2024-11-08T12:26:05.892Z,0.654959,148.82477,2024-10-28T15:20:48.857Z,,2025-03-28T09:26:32.409Z
l2-standard-bridged-weth-base,weth,L2 Standard Bridged WETH (Base),https://coin-images.coingecko.com/coins/images/39810/large/weth.png?1724139790,1908.91,446511169,156,446511169.0,386599802.0,2035.77,1904.98,-116.19530967313017,-5.73773,-17050654.774717152,-3.67818,233908.560623664,233908.560623664,,4096.05,-53.46547,2024-12-06T20:26:07.826Z,1786.13,6.71548,2025-03-11T01:11:19.769Z,,2025-03-28T09:26:24.767Z
starknet,strk,Starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,0.161693,444074384,157,1618638361.0,33476999.0,0.177049,0.160892,-0.01527108720541595,-8.62948,-41478135.598674476,-8.54246,2743505868.988425,10000000000.0,10000000000.0,4.41,-96.335,2024-02-20T12:05:13.556Z,0.1371,17.98763,2025-03-11T01:05:38.000Z,,2025-03-28T09:26:28.586Z
pendle,pendle,Pendle,https://coin-images.coingecko.com/coins/images/15069/large/Pendle_Logo_Normal-03.png?1696514728,2.76,443302454,158,775075224.0,62011935.0,2.95,2.7,-0.17151165991449346,-5.85534,-30010776.92140907,-6.34057,161018963.176302,281527448.4585314,281527448.4585314,7.5,-63.22576,2024-04-11T08:25:36.646Z,0.03377729,8069.23381,2022-11-14T20:15:58.336Z,,2025-03-28T09:26:25.788Z
virtual-protocol,virtual,Virtuals Protocol,https://coin-images.coingecko.com/coins/images/34057/large/LOGOMARK.png?1708356054,0.677499,441191697,159,677730462.0,92182868.0,0.750403,0.676743,-0.0718936335339917,-9.59358,-45890809.454616606,-9.42157,650984014.9207299,1000000000.0,1000000000.0,5.07,-86.619,2025-01-02T06:15:38.599Z,0.00748604,8953.50942,2024-01-23T20:55:21.653Z,,2025-03-28T09:26:30.836Z
olympus,ohm,Olympus,https://coin-images.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1696514169,26.9,440559065,161,477018985.0,5590603.0,27.0,25.51,1.24,4.84954,19129413.0,4.53917,16376217.36631088,17731485.30147929,17731485.30147929,1415.26,-98.10385,2021-04-25T00:00:00.000Z,7.54,255.73778,2022-11-26T16:36:26.296Z,,2025-03-28T09:26:25.275Z
beam-2,beam,Beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.00838836,439502008,160,496406330.0,104115449.0,0.01030592,0.0083707,-0.001452592662529902,-14.76069,-76267863.54831725,-14.78719,52410655848.0,59196501547.0,59196501547.0,0.04416304,-81.00809,2024-03-10T10:40:22.381Z,0.0043383,93.33381,2023-10-29T08:20:14.064Z,,2025-03-28T09:26:28.186Z
bitcoin-avalanche-bridged-btc-b,btc.b,Avalanche Bridged BTC (Avalanche),https://coin-images.coingecko.com/coins/images/26115/large/btcb.png?1696525205,85071.0,436423370,163,436423476.0,14317115.0,87769.0,84892.0,-2305.666827859517,-2.63876,-59768707.6855281,-12.04548,5129.37452366,5129.37577366,,108820.0,-21.89377,2025-01-20T07:22:25.522Z,7806.11,988.82768,2023-03-03T05:01:42.603Z,,2025-03-28T09:26:27.949Z
conflux-token,cfx,Conflux,https://coin-images.coingecko.com/coins/images/13079/large/3vuYMbjN.png?1696512867,0.08681,436279336,162,487019670.0,42828793.0,0.094694,0.085635,-0.007730882454109675,-8.17731,-38290413.54631746,-8.06845,5025385882.026316,5609850315.033871,,1.7,-94.89118,2021-03-27T03:43:35.178Z,0.02199898,294.98695,2022-12-30T08:16:30.345Z,,2025-03-28T09:26:29.749Z
apenft,nft,APENFT,https://coin-images.coingecko.com/coins/images/15687/large/apenft.jpg?1696515316,4.34577e-07,429886651,164,434178249.0,32008185.0,4.39758e-07,4.30299e-07,-3.328018178e-09,-0.75999,-3094408.021273732,-0.71468,990105682877398.0,999990000000000.0,999990000000000.0,7.53e-06,-94.22625,2021-09-05T00:10:47.823Z,2.98737e-07,45.53451,2023-06-10T04:30:05.717Z,,2025-03-28T09:26:27.028Z
chiliz,chz,Chiliz,https://coin-images.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,0.04438856,421527088,165,421527088.0,68888873.0,0.04792065,0.04434341,-0.003229200654155689,-6.7815,-30681222.98914981,-6.78475,9493423399.0,9493423399.0,,0.878633,-94.94925,2021-03-13T08:04:21.200Z,0.00410887,980.04149,2019-09-28T00:00:00.000Z,"{'times': 1.017661994146199, 'currency': 'usd', 'percentage': 101.7661994146199}",2025-03-28T09:26:32.328Z
clbtc,clbtc,clBTC,https://coin-images.coingecko.com/coins/images/54164/large/clBTC.png?1738482999,84253.0,421253549,166,421253549.0,29.7,88231.0,83531.0,-3531.4183436281455,-4.02283,-17541956.776316702,-3.99775,5000.0,5000.0,,104078.0,-19.72805,2025-02-03T22:36:07.016Z,74951.0,11.46665,2025-03-10T19:10:40.726Z,,2025-03-28T09:26:29.290Z
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,1.18,414331036,167,501513230.0,255442685.0,1.28,1.17,-0.10184998877610463,-7.96094,-35680426.785062194,-7.92878,351715497.0,425722332.0,500000000.0,20.87,-94.36755,2021-05-19T00:30:09.436Z,0.00851264,13707.18828,2019-09-28T00:00:00.000Z,"{'times': 29.987423273929632, 'currency': 'usd', 'percentage': 2998.742327392963}",2025-03-28T09:26:31.278Z
super-oeth,superoethb,Super OETH,https://coin-images.coingecko.com/coins/images/39828/large/Super_OETH.png?1724208268,1907.87,411854213,168,411854213.0,257298.0,2033.58,1904.87,-116.20578135143933,-5.74117,-24959971.742632687,-5.71409,215871.0284477833,215871.0284477833,,4099.87,-53.51376,2024-12-16T18:57:25.332Z,1312.97,45.15719,2025-03-21T12:27:33.460Z,,2025-03-28T09:26:28.900Z
pudgy-penguins,pengu,Pudgy Penguins,https://coin-images.coingecko.com/coins/images/52622/large/PUDGY_PENGUINS_PENGU_PFP.png?1733809110,0.00653471,411446084,169,502190287.0,55856373.0,0.0071886,0.00651987,-0.000459400360735897,-6.56839,-27532016.084454775,-6.27184,62860396090.0,76724221264.32516,88888888888.0,0.068447,-90.4369,2024-12-17T13:05:22.873Z,0.00514976,27.10536,2025-03-11T01:11:43.175Z,,2025-03-28T09:26:26.470Z
ecash,xec,eCash,https://coin-images.coingecko.com/coins/images/16646/large/Logo_final-22.png?1696516207,2.067e-05,410665142,170,410669863.0,24282229.0,2.265e-05,2.063e-05,-1.925377909164e-06,-8.52031,-38013780.609197676,-8.47238,19843514047583.0,19843742172583.0,21000000000000.0,0.00038001,-94.55409,2021-09-04T17:09:31.137Z,1.847e-05,12.04809,2021-07-20T20:49:46.212Z,,2025-03-28T09:26:30.799Z
coredaoorg,core,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.411449,410495202,171,863913186.0,15318918.0,0.442663,0.411433,-0.03081921882281702,-6.96845,-30835842.665486455,-6.98701,997831654.6237458,2100000000.0,2100000000.0,6.14,-93.30518,2023-02-08T12:55:39.828Z,0.334237,23.05789,2023-11-03T01:20:55.441Z,,2025-03-28T09:26:31.132Z
arbitrum-bridged-weth-arbitrum-one,weth,Arbitrum Bridged WETH (Arbitrum One),https://coin-images.coingecko.com/coins/images/39713/large/WETH.PNG?1723731496,1908.82,410491350,172,410491350.0,216565678.0,2034.5,1904.73,-116.56489252557708,-5.75521,-11664008.46843189,-2.76297,215050.2889714061,215050.2889714061,,4097.16,-53.49057,2024-12-06T20:22:25.030Z,1789.83,6.46627,2025-03-11T01:12:34.489Z,,2025-03-28T09:26:27.911Z
aerodrome-finance,aero,Aerodrome Finance,https://coin-images.coingecko.com/coins/images/31745/large/token.png?1696530564,0.502284,406689646,173,784492368.0,21131172.0,0.525907,0.502115,-0.016970918913322808,-3.26832,-13497890.313235164,-3.21235,809130043.9957185,1560788060.84422,,2.32,-78.32511,2024-12-07T14:00:38.622Z,1.861e-05,2698419.09273,2023-10-17T01:23:50.860Z,,2025-03-28T09:26:26.287Z
usdb,usdb,USDB,https://coin-images.coingecko.com/coins/images/35595/large/65c67f0ebf2f6a1bd0feb13c_usdb-icon-yellow.png?1709255427,1.001,406349960,175,406349960.0,2032719.0,1.004,0.992547,-0.00032870828671383,-0.03284,-462701.9050914049,-0.11374,406046631.5607005,406046631.5607005,,1.088,-8.02465,2025-03-02T16:57:39.891Z,0.88965,12.48776,2025-02-03T02:17:29.569Z,,2025-03-28T09:26:30.359Z
hashnote-usyc,usyc,Hashnote USYC,https://coin-images.coingecko.com/coins/images/51054/large/Hashnote_SDYC_200x200.png?1730370965,1.081,406329211,174,406329211.0,54070.0,1.088,1.074,-0.000128410575560567,-0.01187,424947.0,0.10469,375525781.512949,375525781.512949,,1.12,-3.14595,2025-03-04T19:26:50.778Z,1.026,5.41697,2024-12-05T22:31:20.475Z,,2025-03-28T09:26:32.674Z
apecoin,ape,ApeCoin,https://coin-images.coingecko.com/coins/images/24383/large/apecoin.jpg?1696523566,0.505548,404131076,176,505507912.0,40439739.0,0.561809,0.50467,-0.05463714596799396,-9.7534,-43817887.03582269,-9.78189,799455492.0,1000000000.0,1000000000.0,26.7,-98.10692,2022-04-28T21:44:21.164Z,0.427243,18.29169,2025-03-11T01:10:46.621Z,,2025-03-28T09:26:27.125Z
reserve-rights-token,rsr,Reserve Rights,https://coin-images.coingecko.com/coins/images/8365/large/RSR_Blue_Circle_1000.png?1721777856,0.00711334,398819536,177,711276203.0,59371169.0,0.00816621,0.00709053,-0.000979859997889451,-12.10721,-53532417.19689125,-11.83424,56070979799.0,100000000000.0,100000000000.0,0.117424,-93.95683,2021-04-16T17:45:02.062Z,0.00121354,484.74308,2020-03-16T11:09:08.151Z,"{'times': 5.466669661893482, 'currency': 'usd', 'percentage': 546.6669661893482}",2025-03-28T09:26:27.068Z
ousg,ousg,OUSG,https://coin-images.coingecko.com/coins/images/29023/large/OUSG.png?1696527993,110.47,390808481,178,390808481.0,0.0,110.47,110.46,0.01217,0.01102,-18752468.396633267,-4.57868,3537681.298191712,3537681.298191712,,110.47,0.0,2025-03-27T20:35:08.021Z,95.09,16.17368,2023-03-22T20:00:17.106Z,,2025-03-28T09:25:05.230Z
ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,https://coin-images.coingecko.com/coins/images/31700/large/usdy_%281%29.png?1696530524,1.082,388392331,179,598351997.0,83501.0,1.097,1.082,-0.014790576600544725,-1.34902,286397.0,0.07379,353976841.4253102,545331956.3180608,,1.26,-13.12918,2024-03-27T05:24:08.110Z,0.934184,17.45209,2024-01-14T11:40:50.825Z,,2025-03-28T09:26:25.029Z
stakewise-v3-oseth,oseth,StakeWise Staked ETH,https://coin-images.coingecko.com/coins/images/33117/large/Frame_27513839.png?1700732599,1992.45,384408883,180,384408883.0,4257.09,2121.52,1985.78,-117.10105796609287,-5.55099,-840816.3830812573,-0.21825,192937.6837766,192937.6837766,,4228.59,-52.88346,2024-12-06T20:32:35.136Z,1900.41,4.83866,2025-03-10T19:07:48.484Z,,2025-03-28T09:26:28.006Z
axelar,axl,Axelar,https://coin-images.coingecko.com/coins/images/27277/large/V-65_xQ1_400x400.jpeg?1696526329,0.403968,379782886,181,483344398.0,12081471.0,0.428524,0.400917,-0.02423169814407239,-5.65897,-22386812.560499728,-5.56651,939797386.1907959,1196067064.493328,,2.64,-84.71511,2024-03-01T09:20:05.541Z,0.312911,29.14807,2023-10-26T16:35:19.041Z,,2025-03-28T09:26:27.083Z
matic-network,matic,Polygon,https://coin-images.coingecko.com/coins/images/4713/large/polygon.png?1698233745,0.213422,379061325,182,2135712921.0,5459520.0,0.238014,0.213062,-0.02459228221975049,-10.33227,-38102653.886261046,-9.13374,1774870215.6508985,10000000000.0,10000000000.0,2.92,-92.69179,2021-12-27T02:08:34.307Z,0.00314376,6679.35432,2019-05-10T00:00:00.000Z,"{'times': 80.14905150867433, 'currency': 'usd', 'percentage': 8014.905150867434}",2025-03-28T09:26:25.957Z
tbtc,tbtc,tBTC,https://coin-images.coingecko.com/coins/images/11224/large/0x18084fba666a33d37592fa2633fd49a74dd93a88.png?1696511155,85035.0,377427897,184,377427897.0,6883791.0,87583.0,84822.0,-2268.7616199393815,-2.5987,-9814142.477494478,-2.53437,4437.79947767,4437.79947767,,108501.0,-21.73357,2025-01-20T09:10:27.997Z,10104.3,740.42977,2020-09-23T00:00:00.000Z,,2025-03-28T09:26:29.674Z
trust-wallet-token,twt,Trust Wallet,https://coin-images.coingecko.com/coins/images/11085/large/Trust.png?1696511026,0.905212,377170924,183,905246646.0,14707748.0,0.952043,0.904705,-0.03740049286019964,-3.96775,-15202923.915647984,-3.8746,416649900.0,1000000000.0,,2.72,-66.73714,2022-12-11T23:25:46.205Z,0.00277641,32497.91048,2020-06-09T09:15:06.983Z,,2025-03-28T09:26:30.228Z
compound-governance-token,comp,Compound,https://coin-images.coingecko.com/coins/images/10775/large/COMP.png?1696510737,42.04,375781287,185,420337495.0,27682969.0,45.12,41.99,-3.0474625838267,-6.75871,-27255541.6178028,-6.76254,8939989.688433945,10000000.0,10000000.0,910.54,-95.38324,2021-05-12T02:29:08.794Z,25.74,63.31392,2023-06-10T16:15:05.289Z,,2025-03-28T09:26:32.319Z
plume,plume,Plume,https://coin-images.coingecko.com/coins/images/53623/large/plume-token.png?1736896935,0.178242,356230026,186,1781150129.0,36331484.0,0.185078,0.175071,-0.004318199708733844,-2.36535,-8781135.667340815,-2.40572,2000000000.0,10000000000.0,10000000000.0,0.247537,-27.92351,2025-03-19T22:25:55.148Z,0.084391,111.41582,2025-01-21T10:41:07.928Z,,2025-03-28T09:26:25.794Z
frax,frax,Frax,https://coin-images.coingecko.com/coins/images/13422/large/frax-logo.png?1739780303,0.999057,348325361,187,348325361.0,22638837.0,0.999379,0.998597,9.901e-05,0.00991,-10852.302830219269,-0.00312,348656596.4813211,348656596.4813211,,1.14,-12.40453,2021-02-07T12:55:35.766Z,0.874536,14.23008,2023-03-11T07:50:39.316Z,,2025-03-28T09:26:32.548Z
cgeth-hashkey-cloud,cgeth.hashkey,cgETH Hashkey Cloud,https://coin-images.coingecko.com/coins/images/54162/large/Cgeth_Hashkey.png?1738482570,1944.62,346577132,188,346577132.0,361.57,2052.66,1921.93,-73.81718484088697,-3.65714,-13064403.53994131,-3.63262,178228.0,178228.0,,3129.19,-37.88286,2025-02-02T08:45:54.573Z,1833.14,6.03446,2025-03-11T01:21:58.291Z,,2025-03-28T09:26:28.964Z
